Nome: JOAO PESSOA
Codigo Estacao: A320
Latitude: -7.165409
Longitude: -34.815627
Altitude: 33.5
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2013-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2009-06-25;17,6;1010,2125;21,9375;26,7;23,8375;22,5;89,25;77;9,6;1,770833;
2009-06-26;22;1011,0625;21,8125;29;24,791667;22;84,458333;57;7,7;1,683333;
2009-06-27;0;1011,616667;21,7875;29,7;25,145833;21,8;82,458333;58;9,1;2,275;
2009-06-28;2,6;1011,1375;21,65;28,8;24,7125;21,8;83,541667;63;10;2,1;
2009-06-29;7,8;1009,879167;21,375;28,8;24,475;22,3;83,5;61;9,3;1,791667;
2009-06-30;0;1009,158333;20,895833;29,1;24,666667;21,1;80,375;61;9,4;2,4;
2009-07-01;3,8;1008,8625;21,583333;28,4;23,529167;21,3;89,166667;68;7,5;1,554167;
2009-07-02;9,6;1009,175;22,2375;28,9;24,866667;22,1;85,833333;68;8,2;1,9125;
2009-07-03;9,4;1009,770833;21,141667;29,1;25,604167;22,5;76,75;64;11,1;2,691667;
2009-07-04;83,2;1009,525;22,075;27,8;24,0375;21,8;89,25;71;9,4;1,908333;
2009-07-05;44,4;1009,895833;21,654167;28,4;24,704167;21,8;83,5;65;12,8;2,604167;
2009-07-06;53,6;1010,691667;21,641667;24,4;22,7375;21,3;93,708333;87;10,2;2,75;
2009-07-07;36,4;1010,075;21,3125;28,2;23,833333;22;86,458333;62;10,7;1,970833;
2009-07-08;15,6;1010,295833;20,795833;28,1;23,8625;21,1;83,875;64;9,1;2,1875;
2009-07-09;3,6;1010,120833;21,329167;28,4;24,325;21,6;84,083333;65;11,5;2,8;
2009-07-10;2,8;1009,041667;21,425;29,3;26,091667;22,9;75,916667;64;10,2;2,6125;
2009-07-11;0;1009,066667;21,608333;29,5;25,808333;21,9;78,25;62;7,6;1,833333;
2009-07-12;6,6;1010,116667;21,895833;28,8;24,7875;22,5;84,458333;65;7,4;1,729167;
2009-07-13;5,2;1010,758333;22,116667;29;25,3;22,4;83,166667;66;9,4;2,004167;
2009-07-14;4;1011,408333;21,433333;29,2;25,108333;21,4;80,916667;62;11,2;2,033333;
2009-07-15;5,2;1010,766667;21,891667;28,5;24,9375;22,2;83,875;66;8,5;1,970833;
2009-07-16;8,4;1010,6875;22,041667;28,1;24,4;22,7;87;70;10,2;2,616667;
2009-07-17;6;1011,166667;21,841667;27,7;24,766667;22,9;84,083333;71;11,7;2,916667;
2009-07-18;16,8;1010,879167;20,920833;25,8;22,55;20,7;90,666667;79;7,6;2,020833;
2009-07-19;53;1009,583333;21,225;29,1;24,2375;21,5;84,375;57;7,2;1,520833;
2009-07-20;,2;1009,75;22,029167;28,4;24,691667;22,1;85,625;68;7,8;1,833333;
2009-07-21;2,6;1009,954167;22,0375;26,8;23,7375;22,8;90,375;75;10,1;1,670833;
2009-07-22;33,4;1009,529167;22,179167;27,9;24,229167;22,3;88,666667;74;9,1;1,845833;
2009-07-23;18,6;1009,066667;22,004167;29;25,754167;22,6;80,291667;66;9,2;1,666667;
2009-07-24;1,2;1009,758333;21,1125;28,7;25,470833;21,6;77,583333;61;8,9;1,908333;
2009-07-25;8;1010,933333;21,216667;27,4;24,041667;21,3;84,458333;70;9,6;1,666667;
2009-07-26;1,4;1011,233333;21,058333;28,4;24,125;21,7;83,541667;64;13,3;2,3;
2009-07-27;2;1010,766667;20,45;28;24,245833;21;80,333333;62;10,4;2,708333;
2009-07-28;0;1010,379167;20,491667;28,7;24,566667;20,8;78,875;60;10,5;2,745833;
2009-07-29;0;1010,245833;20,725;28,9;24,629167;21;79,875;61;9,4;2,4375;
2009-07-30;3,4;1011,0875;21,083333;28,1;24,741667;21,9;81,041667;61;10,1;2,279167;
2009-07-31;,2;1011,5;20,525;28,9;24,433333;20,6;79,75;59;9,4;2,2375;
2009-08-01;,6;1011,304167;20,85;28,8;23,995833;20,6;83,5;60;9;1,7125;
2009-08-02;9,6;1010,9375;21,2125;28,3;25,041667;21,2;80,041667;63;11,1;2,458333;
2009-08-03;6,4;1011,4125;20,754167;28,7;25,375;22,2;76,25;60;10,9;2,8375;
2009-08-04;2,2;1010,925;21,470833;28,5;25,166667;22,4;80,625;62;10,3;2,258333;
2009-08-05;5;1010,3875;21,970833;27,9;24,279167;21,9;87,375;70;8,7;1,633333;
2009-08-06;16,8;1010,308333;22,141667;28,5;24,241667;21,6;88,375;69;8,9;1,808333;
2009-08-07;27,8;1011,195833;21,558333;28,9;25,5625;22,9;79,125;65;10,4;2,858333;
2009-08-08;,2;1011,6625;19,975;28,6;25,9875;23,6;69,75;56;12,5;3,3125;
2009-08-09;6;1010,908333;21,466667;26,7;23,975;22;86,208333;76;8,7;2,6875;
2009-08-10;6,6;1010,808333;20,770833;28,8;25,95;22,7;73,583333;56;11,2;3,291667;
2009-08-11;,4;1011,358333;21,141667;28,2;25,283333;22,4;78,208333;63;11,4;2,875;
2009-08-12;1,2;1011,941667;18,904167;29,1;25,6875;23;67,125;40;12,2;3,416667;
2009-08-13;0;1011,008333;20,154167;28,5;24,625;21,2;76,541667;65;11,5;3,691667;
2009-08-14;1;1009,854167;20,116667;28,6;25,391667;22,4;73,333333;54;10,6;2,816667;
2009-08-15;,8;1009,525;18,679167;28,8;25,629167;22,7;66,208333;44;9,1;2,508333;
2009-08-16;1,4;1010,020833;18,820833;28,6;25,1125;21,6;69,458333;47;11,7;3,379167;
2009-08-17;,6;1009,458333;19,625;29;24,7375;20,8;73,958333;55;10;2,5875;
2009-08-18;0;1008,804167;20,666667;28,7;24,904167;20,7;78,166667;62;6,4;1,541667;
2009-08-19;0;1008,3;21,029167;28,4;25,308333;21,5;77,75;62;6,6;1,3375;
2009-08-20;8,2;1008,241667;22,354167;28,9;25,941667;23,3;81,041667;69;10,3;2,466667;
2009-08-21;7,6;1008,491667;21,625;29,1;25,895833;22,8;78,208333;56;7,9;1,770833;
2009-08-22;1,8;1007,779167;22,425;29,1;26,075;23,7;80,791667;66;8,3;1,8375;
2009-08-23;1,2;1008,966667;20,645833;28,7;26,045833;23,7;72,583333;58;9,9;3,066667;
2009-08-24;24;1008,783333;21,216667;29,2;24,7625;21,4;81,75;56;6,8;1,55;
2009-08-25;11;1008,4875;22,245833;28,2;24,820833;22,8;85,958333;69;10,4;1,904167;
2009-08-26;15,4;1009,354167;21,708333;28,5;24,683333;22,3;83,708333;68;10,2;1,966667;
2009-08-27;5,6;1010,9625;20,2375;28,6;24,466667;20,3;78,375;60;8,5;2,133333;
2009-08-28;0;1010,991667;20,5875;28,8;24,995833;20,9;77,458333;56;8,9;2,258333;
2009-08-29;0;1010,316667;20,054167;29,1;25,204167;21,6;74,458333;52;12,4;3,283333;
2009-08-30;0;1010,445833;18,9875;28,6;24,608333;20,5;72,083333;52;11,5;3,079167;
2009-08-31;0;1010,329167;19,579167;28,5;25,529167;21,6;70,25;57;11,6;3,3125;
2009-09-01;0;1011,166667;19,754167;29;24,766667;20,1;74,333333;57;10,7;2,970833;
2009-09-02;,4;1011,529167;21,233333;28,8;26,008333;22,5;75,416667;63;9,9;2,595833;
2009-09-03;,8;1011,5;21,3625;29,1;26,125;23,8;75,166667;63;8,3;2,045833;
2009-09-04;0;1011,466667;20,875;29;25,920833;22,6;74,041667;60;8,3;2,070833;
2009-09-05;0;1011,575;20,475;29,2;25,908333;21,5;72,375;59;9,4;2,041667;
2009-09-06;0;1011,883333;20,9875;29,6;26,55;25,1;71,75;59;8,5;2,133333;
2009-09-07;,2;1011,1375;21,345833;29,5;26,483333;24,1;73,75;62;8,4;2,008333;
2009-09-08;0;1009,825;20,883333;29,6;26,616667;25;70,958333;60;11,7;2,666667;
2009-09-09;0;1010,375;20,258333;29,1;26,4625;25,1;68,958333;59;11,4;3,291667;
2009-09-10;0;1011,5875;19,425;29,2;26,408333;24,2;65,666667;48;9,9;3,045833;
2009-09-11;6,6;1011,425;21,166667;28,6;25,358333;22,1;78,375;62;11,8;2,958333;
2009-09-12;20,6;1010,741667;21,416667;28,1;24,508333;22;83,416667;69;9,9;1,829167;
2009-09-13;2,4;1010,9125;21,054167;29,1;25,083333;21,9;78,958333;61;9,1;1,891667;
2009-09-14;9,8;1011,470833;21,195833;28,7;25,216667;22,2;78,958333;66;7,4;1,691667;
2009-09-15;2,6;1011,458333;21,466667;29;25,358333;21,9;79,666667;64;7,7;1,5375;
2009-09-16;,2;1010,233333;21,066667;28,6;26,091667;24,9;74,083333;63;8,7;2,245833;
2009-09-17;0;1009,545833;20,479167;28,8;26,1375;24,2;71,208333;62;9,1;2,441667;
2009-09-18;0;1009,4375;20,529167;28,9;26,116667;23,9;71,666667;58;8,2;2,233333;
2009-09-19;0;1010,725;20,75;29,7;26,195833;24;72,541667;53;8,1;1,975;
2009-09-20;,2;1010,6125;21,7;28,2;25,783333;24,1;78,333333;71;7,6;1,891667;
2009-09-21;,4;1009,2125;21,470833;29,3;26,079167;22,7;76,333333;60;6,6;1,554167;
2009-09-22;0;1008,0875;21,2625;29,5;26,483333;23,2;73,416667;60;11,1;2,533333;
2009-09-23;0;1008,875;20,4875;29,1;26,345833;24,7;70,208333;59;9,5;2,579167;
2009-09-24;0;1009,1;20,058333;29,6;26,054167;22,9;70,083333;52;9,2;1,704167;
2009-09-25;0;1009,275;20,4375;29,7;26,420833;24,3;69,916667;56;8,3;2,225;
2009-09-26;0;1010,558333;20,5125;29,5;26,6625;24,4;69,458333;53;9,6;2,616667;
2009-09-27;0;1010,166667;20,791667;29,2;26,566667;25;70,75;61;12,5;3,729167;
2009-09-28;4;1011,1375;21,358333;28,5;25,791667;23,3;76,875;67;11,4;3,141667;
2009-09-29;1,4;1010,633333;20,825;29,3;26,408333;24,2;71,75;61;9,6;2,883333;
2009-09-30;0;1010,304167;20,0625;30;25,9;21,7;71,416667;50;7,9;1,808333;
2009-10-01;0;1011,033333;20,116667;29,7;25,766667;21,9;71,958333;53;9;2,208333;
2009-10-02;0;1010,3875;19,0625;29,4;25,970833;21;66,375;52;11,3;2,983333;
2009-10-03;0;1010,1375;18,8875;29,8;25,783333;20,3;66,625;46;8,7;2,120833;
2009-10-04;0;1009,325;19,616667;29,4;25,65;21;70;52;7,9;2,054167;
2009-10-05;0;1009,183333;20,275;29,5;25,645833;20,7;72,958333;57;7,9;1,870833;
2009-10-06;0;1009,904167;21,354167;29,5;26,695833;25,2;73;58;8;2;
2009-10-07;0;1010,335714;21,135714;29,5;27,028571;25,4;70,214286;62;8,6;2,3;
2009-10-08;,2;1009,891667;20,233333;29,6;26,541667;24,6;68,75;52;8;2,0625;
2009-10-09;0;1008,475;19,7625;29,5;26,395833;24,4;67,333333;54;7,6;2,170833;
2009-10-10;0;1008,008333;19,9625;29,7;26,566667;24,7;67,291667;57;8,5;2,416667;
2009-10-11;0;1007,23;20,29;29,7;26,85;25,6;67,4;58;8,3;2,64;
2009-10-12;0;1007,345833;20,495833;30,1;26,633333;25,2;69,25;58;8,5;2,366667;
2009-10-13;0;1007,679167;20,191667;30,1;26,666667;24,9;67,916667;56;8;2,266667;
2009-10-14;0;1006,883333;20,6125;30,9;26,891667;24,6;69;50;9,6;2,316667;
2009-10-15;1,4;1007,058333;21,675;30,8;27,041667;24;73,166667;55;9,8;2,1;
2009-10-16;2,2;1008,379167;20,716667;30;26,7;24,3;70,041667;57;8,3;2,104167;
2009-10-17;,2;1008,625;20,483333;30,4;26,383333;22,4;70,75;54;10,4;2,620833;
2009-10-18;0;1007,625;19,666667;30,3;26,633333;24,7;65,916667;52;8;1,9375;
2009-10-19;0;1007,179167;20,375;30,4;26,675;24,2;68,666667;56;8,8;2,258333;
2009-10-20;0;1007,529167;20,620833;29,9;26,904167;25,1;68,75;57;8,6;2,608333;
2009-10-21;0;1007,745833;19,970833;29,8;26,670833;24,5;67;52;8,1;2,208333;
2009-10-22;0;1006,633333;19,958333;30,2;26,5125;24,5;67,625;55;7,8;2,1875;
2009-10-23;0;1007,125;20,670833;30,1;26,766667;24,4;69,458333;58;8,7;2,608333;
2009-10-24;0;1006,854167;21,025;30,4;27,083333;25,5;69,833333;57;8,5;2,479167;
2009-10-25;1,4;1006,704167;21,533333;30,2;27,120833;24,7;71,791667;60;8,5;2,525;
2009-10-26;0;1006,9625;20,7625;30,3;26,879167;25,2;69,333333;57;8,2;2,633333;
2009-10-27;0;1007,7875;19,9125;30;26,991667;25,6;65,5;52;9,1;2,741667;
2009-10-28;0;1008,004167;19,854167;30,3;26,795833;24,9;66;54;8,2;2,108333;
2009-10-29;0;1006,883333;20,420833;30,2;27,066667;25,5;67,458333;55;8,5;2,4;
2009-10-30;0;1005,733333;21,016667;30,2;26,895833;25;70,458333;59;7,9;1,979167;
2009-10-31;0;1006,554167;21,333333;30;27,004167;24,8;71,416667;57;9,6;2,279167;
2009-11-01;0;1006,6625;20,808333;30,8;27,091667;25,4;68,916667;54;9,3;2,333333;
2009-11-02;0;1007,583333;21,120833;30,3;27,066667;25;70,416667;54;9,5;2,55;
2009-11-03;0;1007,366667;20,683333;30,5;26,983333;25;68,708333;56;9,3;2,325;
2009-11-04;0;1008,679167;21,1125;30,3;27,183333;25,3;69,75;55;8,8;2,329167;
2009-11-05;0;1010,008333;21,520833;31,1;27,304167;25,2;71,041667;55;11,4;2,958333;
2009-11-06;,4;1008,675;20,95;30,8;27,2875;24,8;68,875;50;9,9;3,008333;
2009-11-07;,2;1007,445833;20,283333;30,8;27,383333;24,6;65,75;50;9,1;2,620833;
2009-11-08;0;1007,395833;20,525;30,5;26,9875;24,8;68,083333;53;8,5;2,4375;
2009-11-09;0;1007,441667;20,458333;30,4;26,779167;25;68,75;54;9,5;2,2625;
2009-11-10;0;1007,7375;19,966667;30,2;26,795833;24,7;66,583333;49;8,9;2,2;
2009-11-11;0;1006,379167;20,504167;30,1;26,920833;25,1;68,166667;54;8,6;2,429167;
2009-11-12;0;1005,483333;19,816667;30;26,966667;25,4;65,291667;54;10,6;2,6625;
2009-11-13;,2;1006,347826;19,895652;30,9;26,886957;25,2;66,913043;43;7,6;2,252174;
2009-11-14;49,6;1007,729167;21,066667;29,6;26,158333;22,5;74,458333;57;8,4;2,341667;
2009-11-15;0;1007,125;20,666667;30,2;26,5875;24,2;70,625;52;7,8;2,004167;
2009-11-16;0;1006,175;20,733333;30;26,604167;24,1;70,458333;59;7,3;2,233333;
2009-11-17;0;1006,691667;21,4375;30;26,9125;23,9;72,333333;61;8,9;2,616667;
2009-11-18;0;1008,225;21,004167;30,3;27,091667;25,5;69,541667;59;9,7;2,9625;
2009-11-19;0;1008,841667;20,05;29,9;26,820833;25,1;66,666667;55;9;2,454167;
2009-11-20;0;1009,220833;20,054167;30,3;26,85;24,8;66,625;53;9,8;2,325;
2009-11-21;0;1009,575;20,258333;30,2;26,533333;24,5;68,875;56;9,1;2,45;
2009-11-22;,6;1008,879167;20,175;29,5;26,570833;22,8;68,208333;53;9,1;2,541667;
2009-11-23;,8;1006,866667;21,241667;29,7;25,941667;22,2;75,833333;58;8,7;1,833333;
2009-11-24;,4;1006,566667;20,945833;30;26,666667;23,4;71,458333;54;7,3;2,179167;
2009-11-25;0;1007,575;21,070833;29,8;26,858333;25,1;70,875;56;8,8;2,279167;
2009-11-26;0;1009,033333;20,25;30,5;26,891667;24,9;67,458333;53;9,6;2,225;
2009-11-27;,4;1008,508333;21,1125;30,3;27,058333;24,5;70,375;55;8,8;2,35;
2009-11-28;0;1007,4;21,745833;30,4;27,158333;25,2;72,708333;61;10,5;2,733333;
2009-11-29;4,2;1006,958333;22,0875;30,2;26,775;23,5;75,958333;56;8,1;1,995833;
2009-11-30;1,2;1006,816667;22,141667;29,2;26,675;24,8;76,625;65;7,9;2,179167;
2009-12-01;0;1007,0125;21,475;30;26,954167;25,3;72,166667;61;8,2;2,341667;
2009-12-02;0;1007,329167;20,566667;30,1;26,966667;25;68,333333;55;7,9;1,975;
2009-12-03;7,4;1007,375;22,304167;29;26,116667;23,6;79,791667;66;6,8;1,6375;
2009-12-04;1,4;1006,783333;21,9125;29,8;26,370833;22,9;76,958333;63;8,1;1,7;
2009-12-05;0;1006,8625;22,154167;29,9;27,170833;25,1;74,291667;62;8;2,091667;
2009-12-06;,2;1007,470833;22,279167;30,6;27,391667;25,5;74;61;8,4;2,183333;
2009-12-07;0;1007,329167;21,920833;30,5;27,2375;25,8;73,041667;59;9,1;2,7875;
2009-12-08;0;1007,3125;20,358333;30,4;27,083333;25;67,333333;49;10,4;2,275;
2009-12-09;0;1007,625;20,991667;30,4;26,9875;23,8;70,166667;54;8;1,9;
2009-12-10;0;1007,504167;21,929167;30,3;27,325;25,3;72,75;59;8,4;1,958333;
2009-12-11;0;1007,7375;21,533333;30,4;27,095833;25,8;71,958333;58;8,4;2,275;
2009-12-12;0;1007,575;21,425;29,7;26,65;24,2;73,416667;59;7,1;1,766667;
2009-12-13;0;1006,7;22,020833;30,1;26,770833;23,1;75,666667;62;7,6;1,9375;
2009-12-14;0;1006,629167;21,8125;30,4;27,266667;25,2;72,583333;57;7,5;2,145833;
2009-12-15;0;1006,883333;21,379167;30,9;27,433333;25,8;70,125;53;12,4;2,7625;
2009-12-16;1,8;1007,316667;22,075;30,8;27,125;25,2;74,333333;58;9,7;2,545833;
2009-12-17;1,6;1007,6875;22,154167;30,8;27,2875;24,5;74,083333;61;10,7;2,379167;
2009-12-18;8,8;1007,920833;22,483333;29,8;26,629167;24,5;78,291667;63;8;2,25;
2009-12-19;,6;1008,295833;22,4125;30,9;27,304167;25,5;75;62;8,7;2,533333;
2009-12-20;0;1008,379167;21,816667;30,6;27,483333;25,6;71,5;60;10,2;2,775;
2009-12-21;0;1009;21,370833;30,9;27,104167;23,6;71,333333;55;9,1;2,541667;
2009-12-22;12,6;1009,4;22,804167;29,5;26,354167;23,5;81,166667;67;7,7;2,0125;
2009-12-23;1,2;1009,5125;22,329167;30,5;27,420833;25,6;74,166667;58;8,6;2,133333;
2009-12-24;0;1008,7125;22,595833;30,5;27,4875;26,2;75,041667;57;7,5;2,054167;
2009-12-25;,2;1007,670833;23,05;30;27,2625;26,1;77,75;66;7,7;1,8875;
2009-12-26;1,4;1007,425;22,9;30,6;27,529167;26;76,208333;63;7,4;1,929167;
2009-12-27;0;1007,079167;23,116667;30,7;27,808333;26,4;75,958333;61;7,7;2,070833;
2009-12-28;0;1006,575;22,875;30,6;27,7375;26,2;75,208333;62;8;1,9;
2009-12-29;0;1006,083333;21,675;31,2;27,4875;25,5;71,208333;51;8,5;2,020833;
2009-12-30;0;1006,479167;22,091667;30,8;27,2375;23,3;74,166667;59;7,4;1,8875;
2009-12-31;0;1006,508333;22,204167;30,8;27,445833;23,8;73,833333;57;8,3;2,033333;
2010-01-01;11,8;1006,7;22,629167;30,1;27,008333;23,6;77,291667;64;7,4;1,870833;
2010-01-02;1;1006,833333;22,225;29,9;27,191667;24,4;74,583333;62;7,5;1,775;
2010-01-03;11,8;1007,608333;22,516667;30,4;26,520833;23;79,208333;63;8,6;2,004167;
2010-01-04;4,2;1008,183333;22,120833;30,5;27,366667;24,4;73,5;61;8,7;2,279167;
2010-01-05;0;1007,7375;21,929167;30,5;27,120833;23,8;73,666667;58;7,8;1,729167;
2010-01-06;0;1006,491667;21,625;30,4;26,883333;23,2;73,708333;53;7,2;1,55;
2010-01-07;0;1006,725;21,979167;30,7;27,016667;22,7;74,75;59;7,5;1,5375;
2010-01-08;0;1007,370833;22,25;31,3;27,8375;26,3;72,041667;56;8,1;2,183333;
2010-01-09;,6;1006,95;22,3625;30,2;27,220833;26;74,958333;63;7,9;1,875;
2010-01-10;18,6;1006,779167;22,683333;29;25,883333;23,9;82,875;64;7;1,291667;
2010-01-11;3;1007,075;22,108333;29,6;26,5875;24,4;76,875;64;7,2;1,7;
2010-01-12;,2;1007,9625;21,4625;30,3;26,725;23,7;73,5;58;7,2;1,591667;
2010-01-13;0;1008,685714;21,52381;30,7;26,790476;22,8;73,619048;57;6,8;1,533333;
2010-01-14;0;1008,854167;21,925;30,9;27,6125;24,4;71,708333;55;7,8;1,8375;
2010-01-15;0;1009,220833;21,804167;30,9;27,504167;25,3;71,375;55;7,1;1,825;
2010-01-16;3,8;1009,579167;22,558333;30,8;27,279167;23,7;76;61;8;2,191667;
2010-01-17;6,8;1009,204167;22,975;27,3;24,979167;24,2;88,833333;75;9,2;2,2125;
2010-01-18;20,6;1008,770833;21,883333;29,8;25,541667;21,8;80,916667;61;8,7;1,895833;
2010-01-19;2;1007,683333;22,658333;30,5;26,541667;23,3;79,916667;60;6,9;1,733333;
2010-01-20;9,4;1007,608333;23,233333;28,7;25,416667;23,5;87,875;75;8,5;1,2875;
2010-01-21;7,8;1007,775;22,979167;30,5;27,529167;24;76,875;63;7,1;1,8625;
2010-01-22;0;1007,283333;22,016667;30,8;27,575;25,7;72,125;58;8,4;2,241667;
2010-01-23;0;1006,325;22,079167;30,2;27,15;25,2;74,041667;60;10,2;1,983333;
2010-01-24;5,2;1006,066667;22,525;30,9;26,8125;23,9;78,25;55;9,1;2,045833;
2010-01-25;0;1006,0125;22,433333;31,1;27,166667;23,2;76,166667;59;8,2;1,779167;
2010-01-26;0;1005,933333;23,008333;31,5;28,25;25,2;73,666667;58;10,1;1,9625;
2010-01-27;1;1005,533333;23,2875;30,8;28;26,6;75,75;65;10,1;2,104167;
2010-01-28;0;1006,1125;22,516667;31,3;28,054167;25,9;72,25;58;8,3;2,2;
2010-01-29;,2;1006,170833;22,566667;31,6;27,941667;26,1;72,958333;58;8,6;2,045833;
2010-01-30;1,4;1006,779167;22,633333;31,2;27,829167;25,3;73,791667;59;11,6;2,916667;
2010-01-31;,2;1007,291667;22,695833;31,1;27,9625;26,5;73,375;60;10,1;2,691667;
2010-02-01;,2;1008,25;22,5625;31,1;27,45;26,4;75,25;61;10,4;2,6;
2010-02-02;3;1008,241667;22,620833;31;27,779167;24,1;73,875;59;8;2,008333;
2010-02-03;0;1007,508333;22,895833;31,5;28,279167;26,3;73,083333;59;10,2;2,4;
2010-02-04;0;1007,391667;23,1125;31,4;28,533333;26,7;72,833333;59;10,2;3,066667;
2010-02-05;0;1006,854167;22,625;31,6;28,395833;27;71,25;59;10,9;3,183333;
2010-02-06;0;1006,983333;22,020833;32;28;24,4;70,5;52;8,4;2,345833;
2010-02-07;,4;1006,291667;22,833333;32;27,65;24,3;75,833333;57;8,5;2,35;
2010-02-08;0;1005,845833;22,791667;31,8;28,320833;26,4;72,333333;54;7,2;1,975;
2010-02-09;0;1005,116667;22,829167;31,9;27,883333;24,6;74,625;58;9,6;1,8375;
2010-02-10;3;1004,579167;22,0875;30;27,679167;25,1;71,916667;61;9,9;2,8375;
2010-02-11;3,8;1004,370833;22,370833;31,3;26,758333;23,2;77,708333;60;8;1,729167;
2010-02-12;0;1005,883333;22,991667;31,5;27,725;26;75,958333;58;8,4;1,875;
2010-02-13;9,6;1006,683333;22,625;31,1;27,191667;24,5;76,958333;62;7;1,708333;
2010-02-14;7,6;1006,8125;22,845833;30,6;27,520833;24,4;76,083333;63;8,8;2,204167;
2010-02-15;0;1006,9625;23,133333;30,8;27,575;25,4;77,041667;64;7,3;1,8375;
2010-02-16;2,4;1007;23,170833;31,3;28,05;25,5;75,375;60;8,1;1,775;
2010-02-17;0;1007,175;23,158333;30,6;27,979167;26,2;75,166667;64;8,1;1,9;
2010-02-18;0;1007,770833;23,179167;31,2;27,5375;26,2;77,375;60;6,8;1,866667;
2010-02-19;3,6;1008,6125;23,354167;31,7;27,966667;24,9;76,541667;60;9,2;2,6875;
2010-02-20;1,4;1007,558333;22,7875;30,9;28,233333;26,5;73;58;11,8;3,954167;
2010-02-21;,6;1006,454167;22,295833;31,7;28,4125;26,4;69,833333;54;12;3,6375;
2010-02-22;11,6;1006,945833;23,095833;29,1;26,208333;22,4;83,25;70;8,4;2,1125;
2010-02-23;4,8;1006,725;23,583333;31;27,654167;24,6;79,125;64;6,9;1,5875;
2010-02-24;0;1006,575;23,725;31,3;28,366667;26,3;76,25;64;7,9;1,858333;
2010-02-25;0;1006,416667;23,416667;32,2;28,595833;27,1;73,958333;56;7,8;1,9;
2010-02-26;0;1005,854167;22,9625;32,1;28,75;26,9;71,5;54;8,1;1,866667;
2010-02-27;0;1006,491667;23,054167;31,9;28,633333;25,8;72,208333;57;7,6;1,845833;
2010-02-28;0;1007,3375;22,795833;31,7;28,05;24,3;73,916667;58;7,3;1,6375;
2010-03-01;0;1007,604167;22,366667;31,6;28,45;26,1;70,125;53;7,2;1,7625;
2010-03-02;0;1007,595833;22,408333;32;28,229167;24,5;71,291667;55;7,4;1,8;
2010-03-03;0;1007,416667;22,120833;31,8;27,5125;23,2;73,541667;53;7,5;1,345833;
2010-03-04;0;1006,691667;22,991667;32,3;28,304167;24,6;73,5;59;8,6;1,891667;
2010-03-05;0;1005,854167;22,670833;32,2;28,479167;24,6;71,375;56;8;2,1375;
2010-03-06;0;1004,879167;22,65;32,4;28,429167;24,5;71,333333;56;8,3;2,1;
2010-03-07;0;1005,908333;22,795833;32;28,920833;26,5;69,916667;57;7,7;2,141667;
2010-03-08;0;1007,108333;23,270833;32,4;28,975;26,8;71,75;58;7,8;1,958333;
2010-03-09;0;1006,929167;22,441667;32,5;28,745833;26,8;69,25;53;7,7;1,954167;
2010-03-10;0;1006,333333;21,691667;32,3;27,766667;22,8;70,75;48;7,3;1,570833;
2010-03-11;0;1005,491667;22,245833;32,3;27,95;23,6;71,916667;55;8,1;1,708333;
2010-03-12;0;1005,8625;22,4;32,3;28,816667;26,5;68,75;55;8;1,941667;
2010-03-13;0;1007,933333;22,120833;32,3;28,779167;26,5;67,666667;54;7,6;1,95;
2010-03-14;2;1008,766667;22,833333;32,1;28,579167;26,2;71,583333;57;8,6;2,195833;
2010-03-15;,4;1007,920833;22,1875;32,7;28,875;26,3;67,625;49;10,7;2,7875;
2010-03-16;0;1007,266667;21,383333;32;28,933333;27,4;63,958333;52;10,8;2,883333;
2010-03-17;0;1006,966667;22,525;32;27,220833;23,6;76,25;56;9,4;2;
2010-03-18;2;1007,591667;23,0375;32,5;28,125;24,7;74,833333;55;8,2;1,645833;
2010-03-19;4,4;1008,3625;23,483333;31,8;28,029167;25;76,833333;58;8,9;1,395833;
2010-03-20;0;1007,220833;23,7625;32;28,170833;25,6;77,25;58;7,8;1,625;
2010-03-21;6,8;1006,508333;23,729167;31,2;28,570833;25,9;75,25;57;6,5;1,545833;
2010-03-22;0;1006,654167;23,316667;32,1;28,916667;27,2;72,166667;59;7,8;1,983333;
2010-03-23;0;1006,491667;22,4875;32,6;28,379167;26,9;71,041667;52;11,1;2,283333;
2010-03-24;4,4;1005,679167;22,325;31,9;28,020833;24;71,958333;52;8,9;2,25;
2010-03-25;5,6;1005,858333;22,958333;30,8;25,983333;24,2;83,875;62;12,5;2,229167;
2010-03-26;8,4;1006,333333;22,895833;31,6;26,854167;24;79,5;57;7;2,075;
2010-03-27;0;1006,116667;22,720833;31,6;27,629167;24,1;75,416667;58;7,3;1,75;
2010-03-28;0;1006,325;23,470833;32,5;27,183333;24,3;80,958333;59;8,4;1,341667;
